rtd library version 1.0
Copyright (C) 2018 - billnie

Calculate rtd and t
using temperature-resstance data points from a file for the thermistor as input.
Usage: ./rtd [-s -40 -e 150 [-s AD_STEP (default=32)] -v 1 filename
 v = 0, 1,2
start=-10 end=600 step = 1
453 265.0  85.2, 105
454 265.0  85.2, 105
455 265.0  85.2, 105
456 266.0  85.5, 106
457 266.0  85.5, 106
458 266.0  85.5, 106
459 267.0  85.8, 106
460 267.0  85.8, 106
461 267.0  85.8, 106
462 268.0  86.1, 106
463 268.0  86.1, 106
464 268.0  86.1, 106
465 269.0  86.4, 107
466 269.0  86.4, 107
467 269.0  86.4, 107
468 270.0  86.8, 107
469 270.0  86.8, 107
470 270.0  86.8, 107
471 271.0  87.1, 108
472 271.0  87.1, 108
473 271.0  87.1, 108
474 272.0  87.4, 108
475 272.0  87.4, 108
476 272.0  87.4, 108
477 273.0  87.7, 108
478 273.0  87.7, 108
479 273.0  87.7, 108
480 274.0  88.0, 109
481 274.0  88.0, 109
482 274.0  88.0, 109
483 275.0  88.3, 109
484 275.0  88.3, 109
485 275.0  88.3, 109
486 276.0  88.6, 110
487 276.0  88.6, 110
488 276.0  88.6, 110
489 277.0  88.9, 110
490 277.0  88.9, 110
491 277.0  88.9, 110
492 278.0  89.3, 110
493 278.0  89.3, 110
494 278.0  89.3, 110
495 279.0  89.6, 111
496 279.0  89.6, 111
497 279.0  89.6, 111
498 280.0  89.9, 111
499 280.0  89.9, 111
500 280.0  89.9, 111
501 281.0  90.2, 111
502 281.0  90.2, 111
503 281.0  90.2, 111
504 282.0  90.5, 112
505 282.0  90.5, 112
506 282.0  90.5, 112
507 283.0  90.8, 112
508 283.0  90.8, 112
509 283.0  90.8, 112
510 284.0  91.1, 113
511 284.0  91.1, 113
512 284.0  91.1, 113
513 285.0  91.4, 113
514 285.0  91.4, 113
515 285.0  91.4, 113
516 286.0  91.8, 113
517 286.0  91.8, 113
518 286.0  91.8, 113
519 287.0  92.1, 114
520 287.0  92.1, 114
521 287.0  92.1, 114
522 288.0  92.4, 114
523 288.0  92.4, 114
524 288.0  92.4, 114
525 289.0  92.7, 115
526 289.0  92.7, 115
527 289.0  92.7, 115
528 290.0  93.0, 115
529 290.0  93.0, 115
530 290.0  93.0, 115
531 291.0  93.3, 115
532 291.0  93.3, 115
533 291.0  93.3, 115
534 292.0  93.6, 116
535 292.0  93.6, 116
536 292.0  93.6, 116
537 293.0  93.9, 116
538 293.0  93.9, 116
539 293.0  93.9, 116
540 294.0  94.2, 116
541 294.0  94.2, 116
542 294.0  94.2, 116
543 295.0  94.6, 117
544 295.0  94.6, 117
545 295.0  94.6, 117
546 296.0  94.9, 117
547 296.0  94.9, 117
548 296.0  94.9, 117
549 297.0  95.2, 118
550 297.0  95.2, 118
551 297.0  95.2, 118
552 298.0  95.5, 118
553 298.0  95.5, 118
554 298.0  95.5, 118
555 299.0  95.8, 118
556 299.0  95.8, 118
557 299.0  95.8, 118
558 300.0  96.1, 119
559 300.0  96.1, 119
560 300.0  96.1, 119
561 301.0  96.4, 119
562 301.0  96.4, 119
563 301.0  96.4, 119
564 302.0  96.7, 120
565 302.0  96.7, 120
566 302.0  96.7, 120
567 303.0  97.0, 120
568 303.0  97.0, 120
569 303.0  97.0, 120
570 304.0  97.4, 120
571 304.0  97.4, 120
572 304.0  97.4, 120
573 304.0  97.4, 120
574 305.0  97.7, 121
575 305.0  97.7, 121
576 305.0  97.7, 121
577 306.0  98.0, 121
578 306.0  98.0, 121
579 306.0  98.0, 121
580 307.0  98.3, 122
581 307.0  98.3, 122
582 307.0  98.3, 122
583 308.0  98.6, 122
584 308.0  98.6, 122
585 308.0  98.6, 122
586 309.0  98.9, 122
587 309.0  98.9, 122
588 309.0  98.9, 122
589 310.0  99.2, 123
590 310.0  99.2, 123
591 310.0  99.2, 123
592 311.0  99.5, 123
593 311.0  99.5, 123
594 311.0  99.5, 123
595 312.0  99.8, 123
596 312.0  99.8, 123
597 312.0  99.8, 123
598 313.0  100.2, 124
599 313.0  100.2, 124
